"zip"	"district"	"state"
"z00501"	NA	"NY"
"z00544"	NA	"NY"
"z00601"	NA	"PR"
"z00602"	NA	"PR"
"z00603"	NA	"PR"
"z00604"	NA	"PR"
"z00605"	NA	"PR"
"z00606"	NA	"PR"
"z00610"	NA	"PR"
"z00611"	NA	"PR"
"z00612"	NA	"PR"
"z00613"	NA	"PR"
"z00614"	NA	"PR"
"z00616"	NA	"PR"
"z00617"	NA	"PR"
"z00622"	NA	"PR"
"z00623"	NA	"PR"
"z00624"	NA	"PR"
"z00627"	NA	"PR"
"z00631"	NA	"PR"
"z00636"	NA	"PR"
"z00637"	NA	"PR"
"z00638"	NA	"PR"
"z00641"	NA	"PR"
"z00646"	NA	"PR"
"z00647"	NA	"PR"
"z00650"	NA	"PR"
"z00652"	NA	"PR"
"z00653"	NA	"PR"
"z00656"	NA	"PR"
"z00659"	NA	"PR"
"z00660"	NA	"PR"
"z00662"	NA	"PR"
"z00664"	NA	"PR"
"z00667"	NA	"PR"
"z00669"	NA	"PR"
"z00670"	NA	"PR"
"z00674"	NA	"PR"
"z00676"	NA	"PR"
"z00677"	NA	"PR"
"z00678"	NA	"PR"
"z00680"	NA	"PR"
"z00681"	NA	"PR"
"z00682"	NA	"PR"
"z00683"	NA	"PR"
"z00685"	NA	"PR"
"z00687"	NA	"PR"
"z00688"	NA	"PR"
"z00690"	NA	"PR"
"z00692"	NA	"PR"
"z00693"	NA	"PR"
"z00694"	NA	"PR"
"z00698"	NA	"PR"
"z00703"	NA	"PR"
"z00704"	NA	"PR"
"z00705"	NA	"PR"
"z00707"	NA	"PR"
"z00714"	NA	"PR"
"z00715"	NA	"PR"
"z00716"	NA	"PR"
"z00717"	NA	"PR"
"z00718"	NA	"PR"
"z00719"	NA	"PR"
"z00720"	NA	"PR"
"z00721"	NA	"PR"
"z00723"	NA	"PR"
"z00725"	NA	"PR"
"z00726"	NA	"PR"
"z00727"	NA	"PR"
"z00728"	NA	"PR"
"z00729"	NA	"PR"
"z00730"	NA	"PR"
"z00731"	NA	"PR"
"z00732"	NA	"PR"
"z00733"	NA	"PR"
"z00734"	NA	"PR"
"z00735"	NA	"PR"
"z00736"	NA	"PR"
"z00737"	NA	"PR"
"z00738"	NA	"PR"
"z00739"	NA	"PR"
"z00740"	NA	"PR"
"z00741"	NA	"PR"
"z00742"	NA	"PR"
"z00744"	NA	"PR"
"z00745"	NA	"PR"
"z00751"	NA	"PR"
"z00754"	NA	"PR"
"z00757"	NA	"PR"
"z00765"	NA	"PR"
"z00766"	NA	"PR"
"z00767"	NA	"PR"
"z00769"	NA	"PR"
"z00771"	NA	"PR"
"z00772"	NA	"PR"
"z00773"	NA	"PR"
"z00775"	NA	"PR"
"z00777"	NA	"PR"
"z00778"	NA	"PR"
"z00780"	NA	"PR"
"z00782"	NA	"PR"
"z00783"	NA	"PR"
"z00784"	NA	"PR"
"z00785"	NA	"PR"
"z00786"	NA	"PR"
"z00791"	NA	"PR"
"z00792"	NA	"PR"
"z00794"	NA	"PR"
"z00795"	NA	"PR"
"z00801"	NA	"VI"
"z00802"	NA	"VI"
"z00803"	NA	"VI"
"z00804"	NA	"VI"
"z00805"	NA	"VI"
"z00820"	NA	"VI"
"z00821"	NA	"VI"
"z00822"	NA	"VI"
"z00823"	NA	"VI"
"z00824"	NA	"VI"
"z00830"	NA	"VI"
"z00831"	NA	"VI"
"z00840"	NA	"VI"
"z00841"	NA	"VI"
"z00850"	NA	"VI"
"z00851"	NA	"VI"
"z00901"	NA	"PR"
"z00902"	NA	"PR"
"z00906"	NA	"PR"
"z00907"	NA	"PR"
"z00908"	NA	"PR"
"z00909"	NA	"PR"
"z00910"	NA	"PR"
"z00911"	NA	"PR"
"z00912"	NA	"PR"
"z00913"	NA	"PR"
"z00914"	NA	"PR"
"z00915"	NA	"PR"
"z00916"	NA	"PR"
"z00917"	NA	"PR"
"z00918"	NA	"PR"
"z00919"	NA	"PR"
"z00920"	NA	"PR"
"z00921"	NA	"PR"
"z00922"	NA	"PR"
"z00923"	NA	"PR"
"z00924"	NA	"PR"
"z00925"	NA	"PR"
"z00926"	NA	"PR"
"z00927"	NA	"PR"
"z00928"	NA	"PR"
"z00929"	NA	"PR"
"z00930"	NA	"PR"
"z00931"	NA	"PR"
"z00933"	NA	"PR"
"z00934"	NA	"PR"
"z00935"	NA	"PR"
"z00936"	NA	"PR"
"z00937"	NA	"PR"
"z00939"	NA	"PR"
"z00940"	NA	"PR"
"z00949"	NA	"PR"
"z00950"	NA	"PR"
"z00951"	NA	"PR"
"z00952"	NA	"PR"
"z00953"	NA	"PR"
"z00954"	NA	"PR"
"z00955"	NA	"PR"
"z00956"	NA	"PR"
"z00957"	NA	"PR"
"z00958"	NA	"PR"
"z00959"	NA	"PR"
"z00960"	NA	"PR"
"z00961"	NA	"PR"
"z00962"	NA	"PR"
"z00963"	NA	"PR"
"z00965"	NA	"PR"
"z00966"	NA	"PR"
"z00968"	NA	"PR"
"z00969"	NA	"PR"
"z00970"	NA	"PR"
"z00971"	NA	"PR"
"z00975"	NA	"PR"
"z00976"	NA	"PR"
"z00977"	NA	"PR"
"z00978"	NA	"PR"
"z00979"	NA	"PR"
"z00981"	NA	"PR"
"z00982"	NA	"PR"
"z00983"	NA	"PR"
"z00984"	NA	"PR"
"z00985"	NA	"PR"
"z00986"	NA	"PR"
"z00987"	NA	"PR"
"z00988"	NA	"PR"
"z01001"	"d1"	"MA"
"z01002"	"d2"	"MA"
"z01003"	"d2"	"MA"
"z01004"	NA	"MA"
"z01005"	"d2"	"MA"
"z01007"	"d2"	"MA"
"z01008"	"d1"	"MA"
"z01009"	"d1"	"MA"
"z01010"	"d1"	"MA"
"z01011"	"d1"	"MA"
"z01012"	"d1"	"MA"
"z01013"	"d1"	"MA"
"z01014"	NA	"MA"
"z01020"	"d1"	"MA"
"z01021"	NA	"MA"
"z01022"	"d1"	"MA"
"z01026"	"d1"	"MA"
"z01027"	"d1"	"MA"
"z01028"	"d1"	"MA"
"z01029"	"d1"	"MA"
"z01030"	"d1"	"MA"
"z01031"	"d2"	"MA"
"z01032"	"d1"	"MA"
"z01033"	"d1"	"MA"
"z01034"	"d1"	"MA"
"z01035"	"d2"	"MA"
"z01036"	"d1"	"MA"
"z01037"	"d2"	"MA"
"z01038"	"d2"	"MA"
"z01039"	["d1","d2"]	"MA"
"z01040"	"d1"	"MA"
"z01041"	NA	"MA"
"z01050"	"d1"	"MA"
"z01053"	"d2"	"MA"
"z01054"	"d2"	"MA"
"z01056"	"d1"	"MA"
"z01057"	"d1"	"MA"
"z01059"	NA	"MA"
"z01060"	"d2"	"MA"
"z01061"	NA	"MA"
"z01062"	"d2"	"MA"
"z01063"	"d2"	"MA"
"z01066"	"d2"	"MA"
"z01068"	"d2"	"MA"
"z01069"	["d1","d2"]	"MA"
"z01070"	"d1"	"MA"
"z01071"	"d1"	"MA"
"z01072"	"d2"	"MA"
"z01073"	"d1"	"MA"
"z01074"	"d2"	"MA"
"z01075"	"d1"	"MA"
"z01077"	"d1"	"MA"
"z01079"	"d1"	"MA"
"z01080"	"d1"	"MA"
"z01081"	"d1"	"MA"
"z01082"	"d2"	"MA"
"z01083"	"d1"	"MA"
"z01084"	"d1"	"MA"
"z01085"	"d1"	"MA"
"z01086"	"d1"	"MA"
"z01088"	"d2"	"MA"
"z01089"	"d1"	"MA"
"z01090"	NA	"MA"
"z01092"	"d1"	"MA"
"z01093"	"d2"	"MA"
"z01094"	"d2"	"MA"
"z01095"	"d1"	"MA"
"z01096"	"d1"	"MA"
"z01097"	"d1"	"MA"
"z01098"	"d1"	"MA"
"z01101"	NA	"MA"
"z01102"	NA	"MA"
"z01103"	"d1"	"MA"
"z01104"	"d1"	"MA"
"z01105"	"d1"	"MA"
"z01106"	"d1"	"MA"
"z01107"	"d1"	"MA"
"z01108"	"d1"	"MA"
"z01109"	"d1"	"MA"
"z01111"	NA	"MA"
"z01115"	NA	"MA"
"z01116"	NA	"MA"
"z01118"	"d1"	"MA"
"z01119"	"d1"	"MA"
"z01128"	"d1"	"MA"
"z01129"	"d1"	"MA"
"z01133"	NA	"MA"
"z01138"	NA	"MA"
"z01139"	NA	"MA"
"z01144"	NA	"MA"
"z01151"	"d1"	"MA"
"z01152"	NA	"MA"
"z01195"	NA	"MA"
"z01199"	"d1"	"MA"
"z01201"	"d1"	"MA"
"z01202"	NA	"MA"
"z01203"	NA	"MA"
"z01220"	"d1"	"MA"
"z01222"	"d1"	"MA"
"z01223"	"d1"	"MA"
"z01224"	"d1"	"MA"
"z01225"	"d1"	"MA"
"z01226"	"d1"	"MA"
"z01227"	NA	"MA"
"z01229"	"d1"	"MA"
"z01230"	"d1"	"MA"
"z01235"	"d1"	"MA"
"z01236"	"d1"	"MA"
"z01237"	"d1"	"MA"
"z01238"	"d1"	"MA"
"z01240"	"d1"	"MA"
"z01242"	"d1"	"MA"
"z01243"	"d1"	"MA"
"z01244"	"d1"	"MA"
"z01245"	"d1"	"MA"
"z01247"	"d1"	"MA"
"z01252"	NA	"MA"
"z01253"	"d1"	"MA"
"z01254"	"d1"	"MA"
"z01255"	"d1"	"MA"
"z01256"	"d1"	"MA"
"z01257"	"d1"	"MA"
"z01258"	"d1"	"MA"
"z01259"	"d1"	"MA"
"z01260"	"d1"	"MA"
"z01262"	"d1"	"MA"
"z01263"	NA	"MA"
"z01264"	"d1"	"MA"
"z01266"	"d1"	"MA"
"z01267"	"d1"	"MA"
"z01270"	"d1"	"MA"
"z01301"	["d1","d2"]	"MA"
"z01302"	NA	"MA"
"z01330"	"d1"	"MA"
"z01331"	"d2"	"MA"
"z01337"	"d1"	"MA"
"z01338"	"d1"	"MA"
"z01339"	"d1"	"MA"
"z01340"	"d1"	"MA"
"z01341"	"d1"	"MA"
"z01342"	"d2"	"MA"
"z01343"	"d1"	"MA"
"z01344"	"d2"	"MA"
"z01346"	"d1"	"MA"
"z01347"	"d2"	"MA"
"z01349"	"d2"	"MA"
"z01350"	"d1"	"MA"
"z01351"	"d2"	"MA"
"z01354"	"d2"	"MA"
"z01355"	"d2"	"MA"
"z01360"	"d2"	"MA"
"z01364"	"d2"	"MA"
"z01366"	"d2"	"MA"
"z01367"	"d1"	"MA"
"z01368"	"d2"	"MA"
"z01370"	["d1","d2"]	"MA"
"z01373"	"d2"	"MA"
"z01375"	"d2"	"MA"
"z01376"	"d2"	"MA"
"z01378"	"d2"	"MA"
"z01379"	"d2"	"MA"
"z01380"	NA	"MA"
"z01420"	["d2","d3"]	"MA"
"z01430"	"d3"	"MA"
"z01431"	"d3"	"MA"
"z01432"	"d3"	"MA"
"z01434"	"d3"	"MA"
"z01436"	"d2"	"MA"
"z01438"	"d2"	"MA"
"z01440"	["d2","d3"]	"MA"
"z01441"	NA	"MA"
"z01450"	"d3"	"MA"
"z01451"	"d3"	"MA"
"z01452"	"d2"	"MA"
"z01453"	["d2","d3"]	"MA"
"z01460"	"d3"	"MA"
"z01462"	"d3"	"MA"
"z01463"	"d3"	"MA"
"z01464"	"d3"	"MA"
"z01467"	"d3"	"MA"
"z01468"	"d2"	"MA"
"z01469"	"d3"	"MA"
"z01470"	NA	"MA"
"z01471"	NA	"MA"
"z01472"	NA	"MA"
"z01473"	"d3"	"MA"
"z01474"	"d3"	"MA"
"z01475"	["d2","d3"]	"MA"
"z01477"	NA	"MA"
"z01501"	"d2"	"MA"
"z01503"	"d3"	"MA"
"z01504"	"d2"	"MA"
"z01505"	"d2"	"MA"
"z01506"	"d1"	"MA"
"z01507"	"d1"	"MA"
"z01508"	NA	"MA"
"z01509"	NA	"MA"
"z01510"	"d3"	"MA"
"z01515"	"d1"	"MA"
"z01516"	"d2"	"MA"
"z01517"	NA	"MA"
"z01518"	"d1"	"MA"
"z01519"	"d2"	"MA"
"z01520"	"d2"	"MA"
"z01521"	"d1"	"MA"
"z01522"	"d2"	"MA"
"z01523"	"d3"	"MA"
"z01524"	"d2"	"MA"
"z01525"	"d2"	"MA"
"z01526"	NA	"MA"
"z01527"	"d2"	"MA"
"z01529"	"d2"	"MA"
"z01531"	"d2"	"MA"
"z01532"	"d2"	"MA"
"z01534"	"d2"	"MA"
"z01535"	"d2"	"MA"
"z01536"	"d2"	"MA"
"z01537"	"d2"	"MA"
"z01538"	NA	"MA"
"z01540"	"d2"	"MA"
"z01541"	"d2"	"MA"
"z01542"	"d2"	"MA"
"z01543"	"d2"	"MA"
"z01545"	"d2"	"MA"
"z01546"	NA	"MA"
"z01550"	"d1"	"MA"
"z01560"	"d2"	"MA"
"z01561"	"d3"	"MA"
"z01562"	"d2"	"MA"
"z01564"	"d2"	"MA"
"z01566"	"d1"	"MA"
"z01568"	"d2"	"MA"
"z01569"	"d2"	"MA"
"z01570"	"d2"	"MA"
"z01571"	"d1"	"MA"
"z01580"	NA	"MA"
"z01581"	["d2","d5"]	"MA"
"z01582"	NA	"MA"
"z01583"	"d2"	"MA"
"z01585"	["d1","d2"]	"MA"
"z01586"	NA	"MA"
"z01588"	"d2"	"MA"
"z01590"	"d2"	"MA"
"z01601"	NA	"MA"
"z01602"	"d2"	"MA"
"z01603"	"d2"	"MA"
"z01604"	"d2"	"MA"
"z01605"	"d2"	"MA"
"z01606"	"d2"	"MA"
"z01607"	"d2"	"MA"
"z01608"	"d2"	"MA"
"z01609"	"d2"	"MA"
"z01610"	"d2"	"MA"
"z01611"	"d2"	"MA"
"z01612"	"d2"	"MA"
"z01613"	NA	"MA"
"z01614"	NA	"MA"
"z01615"	NA	"MA"
"z01653"	NA	"MA"
"z01654"	NA	"MA"
"z01655"	NA	"MA"
"z01701"	"d5"	"MA"
"z01702"	"d5"	"MA"
"z01703"	NA	"MA"
"z01704"	NA	"MA"
"z01705"	NA	"MA"
"z01718"	"d3"	"MA"
"z01719"	"d3"	"MA"
"z01720"	"d3"	"MA"
"z01721"	"d5"	"MA"
"z01730"	["d5","d6"]	"MA"
"z01731"	["d5","d6"]	"MA"
"z01740"	"d3"	"MA"
"z01741"	"d3"	"MA"
"z01742"	"d3"	"MA"
"z01745"	"d5"	"MA"
"z01746"	"d5"	"MA"
"z01747"	"d4"	"MA"
"z01748"	"d4"	"MA"
"z01749"	"d3"	"MA"
"z01752"	"d3"	"MA"
"z01754"	"d3"	"MA"
"z01756"	"d2"	"MA"
"z01757"	["d2","d4"]	"MA"
"z01760"	"d5"	"MA"
"z01770"	"d5"	"MA"
"z01772"	"d5"	"MA"
"z01773"	["d3","d5"]	"MA"
"z01775"	"d3"	"MA"
"z01776"	["d3","d5"]	"MA"
"z01778"	"d5"	"MA"
"z01784"	NA	"MA"
"z01801"	["d5","d6"]	"MA"
"z01803"	"d6"	"MA"
"z01805"	NA	"MA"
"z01806"	NA	"MA"
"z01807"	NA	"MA"
"z01808"	NA	"MA"
"z01810"	["d3","d6"]	"MA"
"z01812"	NA	"MA"
"z01813"	NA	"MA"
"z01815"	NA	"MA"
"z01821"	"d6"	"MA"
"z01822"	NA	"MA"
"z01824"	"d3"	"MA"
"z01826"	"d3"	"MA"
"z01827"	"d3"	"MA"
"z01830"	"d3"	"MA"
"z01831"	NA	"MA"
"z01832"	"d3"	"MA"
"z01833"	"d6"	"MA"
"z01834"	"d6"	"MA"
"z01835"	"d3"	"MA"
"z01840"	"d3"	"MA"
"z01841"	"d3"	"MA"
"z01842"	NA	"MA"
"z01843"	"d3"	"MA"
"z01844"	"d3"	"MA"
"z01845"	"d6"	"MA"
"z01850"	"d3"	"MA"
"z01851"	"d3"	"MA"
"z01852"	"d3"	"MA"
"z01853"	NA	"MA"
"z01854"	"d3"	"MA"
"z01860"	"d6"	"MA"
"z01862"	"d6"	"MA"
"z01863"	"d3"	"MA"
"z01864"	"d6"	"MA"
"z01865"	NA	"MA"
"z01866"	NA	"MA"
"z01867"	"d6"	"MA"
"z01876"	"d6"	"MA"
"z01879"	"d3"	"MA"
"z01880"	"d6"	"MA"
"z01885"	NA	"MA"
"z01886"	"d3"	"MA"
"z01887"	"d6"	"MA"
"z01888"	NA	"MA"
"z01889"	NA	"MA"
"z01890"	"d5"	"MA"
"z01899"	NA	"MA"
"z01901"	"d6"	"MA"
"z01902"	"d6"	"MA"
"z01903"	NA	"MA"
"z01904"	"d6"	"MA"
"z01905"	"d6"	"MA"
"z01906"	"d6"	"MA"
"z01907"	"d6"	"MA"
"z01908"	"d6"	"MA"
"z01910"	NA	"MA"
"z01913"	"d6"	"MA"
"z01915"	"d6"	"MA"
"z01921"	"d6"	"MA"
"z01922"	"d6"	"MA"
"z01923"	"d6"	"MA"
"z01929"	"d6"	"MA"
"z01930"	"d6"	"MA"
"z01931"	NA	"MA"
"z01936"	NA	"MA"
"z01937"	"d6"	"MA"
"z01938"	"d6"	"MA"
"z01940"	"d6"	"MA"
"z01944"	"d6"	"MA"
"z01945"	"d6"	"MA"
"z01949"	"d6"	"MA"
"z01950"	"d6"	"MA"
"z01951"	"d6"	"MA"
"z01952"	"d6"	"MA"
"z01960"	"d6"	"MA"
"z01961"	NA	"MA"
"z01965"	NA	"MA"
"z01966"	"d6"	"MA"
"z01969"	"d6"	"MA"
"z01970"	"d6"	"MA"
"z01971"	NA	"MA"
"z01982"	"d6"	"MA"
"z01983"	"d6"	"MA"
"z01984"	"d6"	"MA"
"z01985"	"d6"	"MA"
"z02018"	NA	"MA"
"z02019"	["d2","d4"]	"MA"
"z02020"	NA	"MA"
"z02021"	"d8"	"MA"
"z02025"	"d8"	"MA"
"z02026"	"d8"	"MA"
"z02027"	NA	"MA"
"z02030"	"d4"	"MA"
"z02031"	NA	"MA"
"z02032"	"d8"	"MA"
"z02035"	"d4"	"MA"
"z02038"	"d4"	"MA"
"z02040"	NA	"MA"
"z02041"	NA	"MA"
"z02043"	"d8"	"MA"
"z02044"	NA	"MA"
"z02045"	"d8"	"MA"
"z02047"	"d8"	"MA"
"z02048"	"d4"	"MA"
"z02050"	["d8","d9"]	"MA"
"z02051"	NA	"MA"
"z02052"	"d4"	"MA"
"z02053"	"d4"	"MA"
"z02054"	"d4"	"MA"
"z02055"	NA	"MA"
"z02056"	"d4"	"MA"
"z02059"	NA	"MA"
"z02060"	NA	"MA"
"z02061"	"d9"	"MA"
"z02062"	"d8"	"MA"
"z02065"	NA	"MA"
"z02066"	"d8"	"MA"
"z02067"	"d4"	"MA"
"z02070"	NA	"MA"
"z02071"	["d4","d8"]	"MA"
"z02072"	["d4","d8"]	"MA"
"z02081"	["d4","d8"]	"MA"
"z02090"	"d8"	"MA"
"z02093"	"d4"	"MA"
"z02108"	"d8"	"MA"
"z02109"	"d8"	"MA"
"z02110"	["d7","d8"]	"MA"
"z02111"	"d7"	"MA"
"z02112"	NA	"MA"
"z02113"	"d8"	"MA"
"z02114"	"d8"	"MA"
"z02115"	"d7"	"MA"
"z02116"	"d7"	"MA"
"z02117"	NA	"MA"
"z02118"	["d7","d8"]	"MA"
"z02119"	"d7"	"MA"
"z02120"	"d7"	"MA"
"z02121"	"d7"	"MA"
"z02122"	["d7","d8"]	"MA"
"z02123"	NA	"MA"
"z02124"	["d7","d8"]	"MA"
"z02125"	["d7","d8"]	"MA"
"z02126"	"d7"	"MA"
"z02127"	["d7","d8"]	"MA"
"z02128"	["d5","d7"]	"MA"
"z02129"	"d7"	"MA"
"z02130"	["d7","d8"]	"MA"
"z02131"	["d7","d8"]	"MA"
"z02132"	["d7","d8"]	"MA"
"z02133"	NA	"MA"
"z02134"	"d7"	"MA"
"z02135"	"d7"	"MA"
"z02136"	["d7","d8"]	"MA"
"z02137"	NA	"MA"
"z02138"	["d5","d7"]	"MA"
"z02139"	["d5","d7"]	"MA"
"z02140"	["d5","d7"]	"MA"
"z02141"	["d5","d7"]	"MA"
"z02142"	"d7"	"MA"
"z02143"	"d7"	"MA"
"z02144"	"d7"	"MA"
"z02145"	["d5","d7"]	"MA"
"z02148"	["d5","d7"]	"MA"
"z02149"	"d7"	"MA"
"z02150"	"d7"	"MA"
"z02151"	["d5","d7"]	"MA"
"z02152"	["d5","d7"]	"MA"
"z02153"	NA	"MA"
"z02155"	["d5","d7"]	"MA"
"z02156"	NA	"MA"
"z02163"	"d7"	"MA"
"z02169"	"d8"	"MA"
"z02170"	"d8"	"MA"
"z02171"	"d8"	"MA"
"z02176"	"d5"	"MA"
"z02180"	"d5"	"MA"
"z02184"	"d8"	"MA"
"z02185"	NA	"MA"
"z02186"	["d7","d8"]	"MA"
"z02187"	NA	"MA"
"z02188"	"d8"	"MA"
"z02189"	"d8"	"MA"
"z02190"	"d8"	"MA"
"z02191"	"d8"	"MA"
"z02196"	NA	"MA"
"z02199"	"d7"	"MA"
"z02201"	NA	"MA"
"z02203"	"d8"	"MA"
"z02204"	NA	"MA"
"z02205"	NA	"MA"
"z02206"	NA	"MA"
"z02207"	NA	"MA"
"z02210"	"d8"	"MA"
"z02211"	NA	"MA"
"z02212"	NA	"MA"
"z02215"	["d4","d7"]	"MA"
"z02216"	NA	"MA"
"z02217"	NA	"MA"
"z02222"	NA	"MA"
"z02228"	NA	"MA"
"z02238"	NA	"MA"
"z02239"	NA	"MA"
"z02241"	NA	"MA"
"z02266"	NA	"MA"
"z02269"	NA	"MA"
"z02283"	NA	"MA"
"z02284"	NA	"MA"
"z02293"	NA	"MA"
"z02295"	NA	"MA"
"z02297"	NA	"MA"
"z02298"	NA	"MA"
"z02301"	"d8"	"MA"
"z02302"	"d8"	"MA"
"z02303"	NA	"MA"
"z02304"	NA	"MA"
"z02305"	NA	"MA"
"z02322"	"d8"	"MA"
"z02324"	"d8"	"MA"
"z02325"	NA	"MA"
"z02327"	NA	"MA"
"z02330"	"d9"	"MA"
"z02331"	NA	"MA"
"z02332"	"d9"	"MA"
"z02333"	"d8"	"MA"
"z02334"	NA	"MA"
"z02337"	NA	"MA"
"z02338"	"d9"	"MA"
"z02339"	"d9"	"MA"
"z02340"	NA	"MA"
"z02341"	"d9"	"MA"
"z02343"	"d8"	"MA"
"z02344"	NA	"MA"
"z02345"	NA	"MA"
"z02346"	"d9"	"MA"
"z02347"	["d4","d9"]	"MA"
"z02348"	NA	"MA"
"z02349"	NA	"MA"
"z02350"	NA	"MA"
"z02351"	"d8"	"MA"
"z02355"	NA	"MA"
"z02356"	"d4"	"MA"
"z02357"	"d4"	"MA"
"z02358"	NA	"MA"
"z02359"	"d9"	"MA"
"z02360"	"d9"	"MA"
"z02361"	NA	"MA"
"z02362"	NA	"MA"
"z02364"	"d9"	"MA"
"z02366"	"d9"	"MA"
"z02367"	"d9"	"MA"
"z02368"	["d7","d8"]	"MA"
"z02370"	"d9"	"MA"
"z02375"	"d4"	"MA"
"z02379"	"d8"	"MA"
"z02381"	NA	"MA"
"z02382"	"d8"	"MA"
"z02420"	"d5"	"MA"
"z02421"	"d5"	"MA"
"z02445"	"d4"	"MA"
"z02446"	"d4"	"MA"
"z02447"	NA	"MA"
"z02451"	"d5"	"MA"
"z02452"	"d5"	"MA"
"z02453"	"d5"	"MA"
"z02454"	NA	"MA"
"z02455"	NA	"MA"
"z02456"	NA	"MA"
"z02457"	"d4"	"MA"
"z02458"	"d4"	"MA"
"z02459"	"d4"	"MA"
"z02460"	"d4"	"MA"
"z02461"	"d4"	"MA"
"z02462"	"d4"	"MA"
"z02464"	"d4"	"MA"
"z02465"	"d4"	"MA"
"z02466"	"d4"	"MA"
"z02467"	["d4","d7","d8"]	"MA"
"z02468"	"d4"	"MA"
"z02471"	NA	"MA"
"z02472"	["d4","d5"]	"MA"
"z02474"	"d5"	"MA"
"z02475"	NA	"MA"
"z02476"	"d5"	"MA"
"z02477"	NA	"MA"
"z02478"	"d5"	"MA"
"z02479"	NA	"MA"
"z02481"	"d4"	"MA"
"z02482"	"d4"	"MA"
"z02492"	"d4"	"MA"
"z02493"	"d5"	"MA"
"z02494"	"d4"	"MA"
"z02495"	NA	"MA"
"z02532"	"d9"	"MA"
"z02534"	"d9"	"MA"
"z02535"	"d9"	"MA"
"z02536"	"d9"	"MA"
"z02537"	"d9"	"MA"
"z02538"	"d9"	"MA"
"z02539"	"d9"	"MA"
"z02540"	"d9"	"MA"
"z02541"	NA	"MA"
"z02542"	"d9"	"MA"
"z02543"	"d9"	"MA"
"z02552"	NA	"MA"
"z02553"	"d9"	"MA"
"z02554"	"d9"	"MA"
"z02556"	"d9"	"MA"
"z02557"	"d9"	"MA"
"z02558"	"d9"	"MA"
"z02559"	"d9"	"MA"
"z02561"	"d9"	"MA"
"z02562"	"d9"	"MA"
"z02563"	"d9"	"MA"
"z02564"	"d9"	"MA"
"z02565"	NA	"MA"
"z02568"	"d9"	"MA"
"z02571"	"d9"	"MA"
"z02573"	NA	"MA"
"z02574"	NA	"MA"
"z02575"	"d9"	"MA"
"z02576"	"d9"	"MA"
"z02584"	"d9"	"MA"
"z02601"	"d9"	"MA"
"z02630"	"d9"	"MA"
"z02631"	"d9"	"MA"
"z02632"	"d9"	"MA"
"z02633"	"d9"	"MA"
"z02634"	NA	"MA"
"z02635"	"d9"	"MA"
"z02636"	NA	"MA"
"z02637"	"d9"	"MA"
"z02638"	"d9"	"MA"
"z02639"	"d9"	"MA"
"z02641"	"d9"	"MA"
"z02642"	"d9"	"MA"
"z02643"	"d9"	"MA"
"z02644"	"d9"	"MA"
"z02645"	"d9"	"MA"
"z02646"	"d9"	"MA"
"z02647"	"d9"	"MA"
"z02648"	"d9"	"MA"
"z02649"	"d9"	"MA"
"z02650"	"d9"	"MA"
"z02651"	"d9"	"MA"
"z02652"	"d9"	"MA"
"z02653"	"d9"	"MA"
"z02655"	"d9"	"MA"
"z02657"	"d9"	"MA"
"z02659"	"d9"	"MA"
"z02660"	"d9"	"MA"
"z02661"	NA	"MA"
"z02662"	NA	"MA"
"z02663"	"d9"	"MA"
"z02664"	"d9"	"MA"
"z02666"	"d9"	"MA"
"z02667"	"d9"	"MA"
"z02668"	"d9"	"MA"
"z02669"	"d9"	"MA"
"z02670"	"d9"	"MA"
"z02671"	"d9"	"MA"
"z02672"	"d9"	"MA"
"z02673"	"d9"	"MA"
"z02675"	"d9"	"MA"
"z02702"	"d4"	"MA"
"z02703"	"d4"	"MA"
"z02712"	NA	"MA"
"z02713"	"d9"	"MA"
"z02714"	NA	"MA"
"z02715"	"d4"	"MA"
"z02717"	"d4"	"MA"
"z02718"	"d4"	"MA"
"z02719"	"d9"	"MA"
"z02720"	["d4","d9"]	"MA"
"z02721"	["d4","d9"]	"MA"
"z02722"	NA	"MA"
"z02723"	["d4","d9"]	"MA"
"z02724"	"d9"	"MA"
"z02725"	"d4"	"MA"
"z02726"	"d4"	"MA"
"z02738"	"d9"	"MA"
"z02739"	"d9"	"MA"
"z02740"	"d9"	"MA"
"z02741"	NA	"MA"
"z02742"	NA	"MA"
"z02743"	"d9"	"MA"
"z02744"	"d9"	"MA"
"z02745"	"d9"	"MA"
"z02746"	"d9"	"MA"
"z02747"	"d9"	"MA"
"z02748"	"d9"	"MA"
"z02760"	"d4"	"MA"
"z02761"	NA	"MA"
"z02762"	"d4"	"MA"
"z02763"	"d4"	"MA"
"z02764"	"d4"	"MA"
"z02766"	"d4"	"MA"
"z02767"	["d4","d8"]	"MA"
"z02768"	NA	"MA"
"z02769"	"d4"	"MA"
"z02770"	"d9"	"MA"
"z02771"	"d4"	"MA"
"z02777"	"d4"	"MA"
"z02779"	"d4"	"MA"
"z02780"	"d4"	"MA"
"z02783"	NA	"MA"
"z02790"	["d4","d9"]	"MA"
"z02791"	"d9"	"MA"
"z02801"	NA	"RI"
"z02802"	"d1"	"RI"
"z02804"	"d2"	"RI"
"z02806"	"d1"	"RI"
"z02807"	"d2"	"RI"
"z02808"	"d2"	"RI"
"z02809"	"d1"	"RI"
"z02812"	"d2"	"RI"
"z02813"	"d2"	"RI"
"z02814"	["d1","d2"]	"RI"
