"zip","state","state_num","district"
"z13633","NY",36,"21"
"z13634","NY",36,"21"
"z13635","NY",36,"21"
"z13636","NY",36,"21"
"z13637","NY",36,"21"
"z13638","NY",36,"21"
"z13639","NY",36,"21"
"z13640","NY",36,"21"
"z13641","NY",36,"21"
"z13642","NY",36,"21"
"z13643","NY",36,"21"
"z13645","NY",NA,NA
"z13646","NY",36,"21"
"z13647","NY",36,"21"
"z13648","NY",36,"21"
"z13649","NY",NA,NA
"z13650","NY",36,"21"
"z13651","NY",36,"21"
"z13652","NY",36,"21"
"z13654","NY",36,"21"
"z13655","NY",36,"21"
"z13656","NY",36,"21"
"z13657","NY",NA,NA
"z13658","NY",36,"21"
"z13659","NY",36,"21"
"z13660","NY",36,"21"
"z13661","NY",36,"21"
"z13662","NY",36,"21"
"z13664","NY",36,"21"
"z13665","NY",36,"21"
"z13666","NY",36,"21"
"z13667","NY",36,"21"
"z13668","NY",36,"21"
"z13669","NY",36,"21"
"z13670","NY",36,"21"
"z13671","NY",NA,NA
"z13672","NY",36,"21"
"z13673","NY",36,"21"
"z13674","NY",36,"21"
"z13675","NY",36,"21"
"z13676","NY",36,"21"
"z13677","NY",36,"21"
"z13678","NY",36,"21"
"z13679","NY",36,"21"
"z13680","NY",36,"21"
"z13681","NY",36,"21"
"z13682","NY",36,"21"
"z13683","NY",NA,NA
"z13684","NY",36,"21"
"z13685","NY",36,"21"
"z13687","NY",36,"21"
"z13690","NY",36,"21"
"z13691","NY",36,"21"
"z13692","NY",36,"21"
"z13693","NY",36,"21"
"z13694","NY",36,"21"
"z13695","NY",36,"21"
"z13696","NY",36,"21"
"z13697","NY",36,"21"
"z13699","NY",NA,NA
"z13730","NY",36,"19"
"z13731","NY",36,"19"
"z13732","NY",36,"22"
"z13733","NY",36,"19"
"z13734","NY",36,"23"
"z13736","NY",36,"22"
"z13737","NY",NA,NA
"z13738","NY",NA,NA
"z13739","NY",36,"19"
"z13740","NY",36,"19"
"z13743","NY",36,"23"
"z13744","NY",36,"22"
"z13745","NY",NA,NA
"z13746","NY",36,"22"
"z13747","NY",NA,NA
"z13748","NY",36,"22"
"z13749","NY",NA,NA
"z13750","NY",36,"19"
"z13751","NY",36,"19"
"z13752","NY",36,"19"
"z13753","NY",36,"19"
"z13754","NY",36,"19"
"z13755","NY",36,"19"
"z13756","NY",36,"19"
"z13757","NY",36,"19"
"z13758","NY",NA,NA
"z13760","NY",36,"22"
"z13761","NY",NA,NA
"z13762","NY",NA,NA
"z13763","NY",NA,NA
"z13774","NY",36,"19"
"z13775","NY",36,"19"
"z13776","NY",36,"19"
"z13777","NY",36,"22"
"z13778","NY",36,"22"
"z13780","NY",36,"22"
"z13782","NY",36,"19"
"z13783","NY",36,"19"
"z13784","NY",36,"22"
"z13786","NY",36,"19"
"z13787","NY",36,"22"
"z13788","NY",36,"19"
"z13790","NY",36,"22"
"z13794","NY",36,"22"
"z13795","NY",36,"22"
"z13796","NY",36,"19"
"z13797","NY",36,"22"
"z13801","NY",36,"22"
"z13802","NY",36,"22"
"z13803","NY",36,"22"
"z13804","NY",36,"19"
"z13806","NY",36,"19"
"z13807","NY",36,"19"
"z13808","NY",36,"19"
"z13809","NY",36,"19"
"z13810","NY",36,"19"
"z13811","NY",36,"22"
"z13812","NY",36,"22"
"z13813","NY",36,"19"
"z13814","NY",NA,NA
"z13815","NY",36,"22"
"z13820","NY",36,"19"
"z13825","NY",36,"19"
"z13826","NY",36,"22"
"z13827","NY",36,"22"
"z13830","NY",36,"22"
"z13832","NY",36,"22"
"z13833","NY",36,"22"
"z13834","NY",36,"19"
"z13835","NY",36,"22"
"z13837","NY",NA,NA
"z13838","NY",36,"19"
"z13839","NY",36,"19"
"z13840","NY",NA,NA
"z13841","NY",36,"22"
"z13842","NY",36,"19"
"z13843","NY",36,"19"
"z13844","NY",36,"22"
"z13845","NY",36,"23"
"z13846","NY",36,"19"
"z13847","NY",36,"19"
"z13848","NY",NA,NA
"z13849","NY",36,"19"
"z13850","NY",36,"22"
"z13851","NY",NA,NA
"z13856","NY",36,"19"
"z13859","NY",36,"19"
"z13860","NY",36,"19"
"z13861","NY",36,"19"
"z13862","NY",36,"22"
"z13863","NY",36,"22"
"z13864","NY",36,"23"
"z13865","NY",36,"19"
"z13901","NY",36,"22"
"z13902","NY",36,"22"
"z13903","NY",36,"22"
"z13904","NY",36,"22"
"z13905","NY",36,"22"
"z14001","NY",36,"27"
"z14004","NY",36,"27"
"z14005","NY",36,"27"
"z14006","NY",36,"27"
"z14008","NY",36,"27"
"z14009","NY",36,"23"
"z14010","NY",NA,NA
"z14011","NY",36,"27"
"z14012","NY",36,"27"
"z14013","NY",36,"27"
"z14020","NY",36,"27"
"z14021","NY",NA,NA
"z14024","NY",36,"23"
"z14025","NY",36,"27"
"z14026","NY",36,"27"
"z14027","NY",NA,NA
"z14028","NY",36,"27"
"z14029","NY",NA,NA
"z14030","NY",36,"23"
"z14031","NY",36,"27"
"z14032","NY",36,"27"
"z14033","NY",36,"27"
"z14034","NY",36,"27"
"z14035","NY",36,"27"
"z14036","NY",36,"27"
"z14037","NY",36,"27"
"z14038","NY",NA,NA
"z14039","NY",36,"27"
"z14040","NY",36,"27"
"z14041","NY",36,"23"
"z14042","NY",36,"23"
"z14043","NY",36,"26"
"z14047","NY",36,"27"
"z14048","NY",36,"23"
"z14051","NY",36,"26"
"z14052","NY",36,"27"
"z14054","NY",36,"27"
"z14055","NY",36,"27"
"z14056","NY",NA,NA
"z14057","NY",36,"27"
"z14058","NY",36,"27"
"z14059","NY",36,"27"
"z14060","NY",36,"23"
"z14061","NY",36,"27"
"z14062","NY",36,"23"
"z14063","NY",36,"23"
"z14065","NY",36,"23"
"z14066","NY",36,"27"
"z14067","NY",36,"27"
"z14068","NY",36,"26"
"z14069","NY",36,"27"
"z14070","NY",36,"23"
"z14072","NY",36,"26"
"z14075","NY",36,"27"
"z14080","NY",36,"27"
"z14081","NY",36,"23"
"z14082","NY",36,"27"
"z14083","NY",NA,NA
"z14085","NY",36,"27"
"z14086","NY",36,"27"
"z14091","NY",36,"27"
"z14092","NY",36,"27"
"z14094","NY",36,"27"
"z14095","NY",NA,NA
"z14098","NY",36,"27"
"z14101","NY",36,"23"
"z14102","NY",36,"27"
"z14103","NY",36,"27"
"z14105","NY",36,"27"
"z14107","NY",NA,NA
"z14108","NY",36,"27"
"z14109","NY",36,"27"
"z14110","NY",NA,NA
"z14111","NY",36,"27"
"z14112","NY",36,"27"
"z14113","NY",36,"27"
"z14120","NY",36,"26"
"z14125","NY",36,"27"
"z14126","NY",36,"27"
"z14127","NY",36,"27"
"z14129","NY",36,"23"
"z14130","NY",36,"27"
"z14131","NY",36,"27"
"z14132","NY",36,"27"
"z14133","NY",NA,NA
"z14134","NY",36,"27"
"z14135","NY",36,"23"
"z14136","NY",36,"23"
"z14138","NY",36,"23"
"z14139","NY",36,"27"
"z14140","NY",NA,NA
"z14141","NY",36,"23"
"z14143","NY",36,"27"
"z14144","NY",NA,NA
"z14145","NY",36,"27"
"z14150","NY",36,"26"
"z14151","NY",NA,NA
"z14166","NY",NA,NA
"z14167","NY",36,"27"
"z14168","NY",36,"23"
"z14169","NY",36,"27"
"z14170","NY",36,"27"
"z14171","NY",36,"23"
"z14172","NY",36,"27"
"z14173","NY",36,"23"
"z14174","NY",36,"27"
"z14201","NY",36,"26"
"z14202","NY",36,"26"
"z14203","NY",36,"26"
"z14204","NY",36,"26"
"z14205","NY",NA,NA
"z14206","NY",36,"26"
"z14207","NY",36,"26"
"z14208","NY",36,"26"
"z14209","NY",36,"26"
"z14210","NY",36,"26"
"z14211","NY",36,"26"
"z14212","NY",36,"26"
"z14213","NY",36,"26"
"z14214","NY",36,"26"
"z14215","NY",36,"26"
"z14216","NY",36,"26"
"z14217","NY",36,"26"
"z14218","NY",36,"26"
"z14219","NY",36,"26"
"z14220","NY",36,"26"
"z14221","NY",36,"26"
"z14222","NY",36,"26"
"z14223","NY",36,"26"
"z14224","NY",36,"26"
"z14225","NY",36,"26"
"z14226","NY",36,"26"
"z14227","NY",36,"26"
"z14228","NY",36,"26"
"z14231","NY",NA,NA
"z14233","NY",NA,NA
"z14240","NY",NA,NA
"z14241","NY",NA,NA
"z14260","NY",NA,NA
"z14261","NY",36,"26"
"z14263","NY",NA,NA
"z14264","NY",NA,NA
"z14265","NY",NA,NA
"z14267","NY",NA,NA
"z14269","NY",NA,NA
"z14270","NY",NA,NA
"z14272","NY",NA,NA
"z14273","NY",NA,NA
"z14276","NY",NA,NA
"z14280","NY",NA,NA
"z14301","NY",36,"26"
"z14302","NY",36,"26"
"z14303","NY",36,"26"
"z14304","NY",36,"26"
"z14305","NY",36,"26"
"z14410","NY",NA,NA
"z14411","NY",36,"27"
"z14413","NY",NA,NA
"z14414","NY",36,"27"
"z14415","NY",36,"23"
"z14416","NY",36,"25"
"z14418","NY",36,"23"
"z14420","NY",36,"25"
"z14422","NY",36,"27"
"z14423","NY",36,"27"
"z14424","NY",36,"23"
"z14425","NY",36,"27"
"z14427","NY",36,"27"
"z14428","NY",36,"25"
"z14429","NY",NA,NA
"z14430","NY",NA,NA
"z14432","NY",36,"23"
"z14433","NY",36,"23"
"z14435","NY",36,"27"
"z14437","NY",36,"23"
"z14441","NY",36,"23"
"z14443","NY",NA,NA
"z14445","NY",36,"25"
"z14449","NY",NA,NA
"z14450","NY",36,"24"
"z14452","NY",NA,NA
"z14453","NY",NA,NA
"z14454","NY",36,"27"
"z14456","NY",36,"23"
"z14461","NY",NA,NA
"z14462","NY",36,"27"
"z14463","NY",NA,NA
"z14464","NY",36,"25"
"z14466","NY",36,"27"
"z14467","NY",36,"25"
"z14468","NY",36,"25"
"z14469","NY",36,"27"
"z14470","NY",36,"25"
"z14471","NY",36,"27"
"z14472","NY",36,"27"
"z14475","NY",36,"27"
"z14476","NY",36,"27"
"z14477","NY",36,"27"
"z14478","NY",36,"23"
"z14479","NY",36,"27"
"z14480","NY",36,"27"
"z14481","NY",36,"27"
"z14482","NY",36,"27"
"z14485","NY",36,"27"
"z14486","NY",36,"27"
"z14487","NY",36,"27"
"z14488","NY",NA,NA
"z14489","NY",36,"23"
"z14502","NY",36,"24"
"z14504","NY",36,"23"
"z14505","NY",36,"24"
"z14506","NY",36,"27"
"z14507","NY",36,"23"
"z14508","NY",NA,NA
"z14510","NY",36,"27"
"z14511","NY",36,"27"
"z14512","NY",36,"23"
"z14513","NY",36,"23"
"z14514","NY",36,"25"
"z14515","NY",NA,NA
"z14516","NY",36,"24"
"z14517","NY",36,"27"
"z14518","NY",NA,NA
"z14519","NY",36,"24"
"z14520","NY",NA,NA
"z14521","NY",36,"23"
"z14522","NY",36,"23"
"z14525","NY",36,"27"
"z14526","NY",36,"25"
"z14527","NY",36,"23"
"z14529","NY",36,"23"
"z14530","NY",36,"27"
"z14532","NY",36,"23"
"z14533","NY",36,"27"
"z14534","NY",36,"25"
"z14536","NY",36,"23"
"z14537","NY",36,"23"
"z14538","NY",NA,NA
"z14539","NY",36,"27"
"z14541","NY",36,"23"
"z14542","NY",36,"24"
"z14543","NY",36,"25"
"z14544","NY",36,"23"
"z14545","NY",36,"27"
"z14546","NY",36,"25"
"z14547","NY",NA,NA
"z14548","NY",36,"23"
"z14549","NY",36,"27"
"z14550","NY",36,"27"
"z14551","NY",36,"24"
"z14555","NY",36,"24"
"z14556","NY",NA,NA
"z14557","NY",NA,NA
"z14558","NY",NA,NA
"z14559","NY",36,"25"
"z14560","NY",36,"27"
"z14561","NY",36,"23"
"z14563","NY",NA,NA
"z14564","NY",36,"25"
"z14568","NY",36,"24"
"z14569","NY",36,"27"
"z14571","NY",36,"27"
"z14572","NY",36,"23"
"z14580","NY",36,"24"
"z14585","NY",36,"27"
"z14586","NY",36,"25"
"z14588","NY",36,"23"
"z14589","NY",36,"24"
"z14590","NY",36,"24"
"z14591","NY",36,"27"
"z14592","NY",36,"27"
"z14602","NY",NA,NA
"z14603","NY",NA,NA
"z14604","NY",36,"25"
"z14605","NY",36,"25"
"z14606","NY",36,"25"
"z14607","NY",36,"25"
"z14608","NY",36,"25"
"z14609","NY",36,"25"
"z14610","NY",36,"25"
"z14611","NY",36,"25"
"z14612","NY",36,"25"
"z14613","NY",36,"25"
"z14614","NY",36,"25"
"z14615","NY",36,"25"
"z14616","NY",36,"25"
"z14617","NY",36,"25"
"z14618","NY",36,"25"
"z14619","NY",36,"25"
"z14620","NY",36,"25"
"z14621","NY",36,"25"
"z14622","NY",36,"25"
"z14623","NY",36,"25"
"z14624","NY",36,"25"
"z14625","NY",36,"25"
"z14626","NY",36,"25"
"z14627","NY",36,"25"
"z14638","NY",NA,NA
"z14639","NY",NA,NA
"z14642","NY",NA,NA
"z14643","NY",NA,NA
"z14644","NY",NA,NA
"z14645","NY",NA,NA
"z14646","NY",NA,NA
"z14647","NY",NA,NA
"z14649","NY",NA,NA
"z14650","NY",NA,NA
"z14651","NY",NA,NA
"z14652","NY",NA,NA
"z14653","NY",NA,NA
"z14664","NY",NA,NA
"z14673","NY",NA,NA
"z14683","NY",NA,NA
"z14692","NY",NA,NA
"z14694","NY",NA,NA
"z14701","NY",36,"23"
"z14702","NY",NA,NA
"z14706","NY",36,"23"
"z14707","NY",36,"23"
"z14708","NY",36,"23"
"z14709","NY",36,"23"
"z14710","NY",36,"23"
"z14711","NY",36,"23"
"z14712","NY",36,"23"
"z14714","NY",36,"23"
"z14715","NY",36,"23"
"z14716","NY",36,"23"
"z14717","NY",36,"23"
"z14718","NY",36,"23"
"z14719","NY",36,"23"
"z14720","NY",36,"23"
"z14721","NY",36,"23"
"z14722","NY",36,"23"
"z14723","NY",36,"23"
"z14724","NY",36,"23"
"z14726","NY",36,"23"
"z14727","NY",36,"23"
"z14728","NY",36,"23"
"z14729","NY",36,"23"
"z14730","NY",NA,NA
"z14731","NY",36,"23"
"z14732","NY",36,"23"
"z14733","NY",36,"23"
"z14735","NY",36,"23"
"z14736","NY",36,"23"
"z14737","NY",36,"23"
"z14738","NY",36,"23"
"z14739","NY",36,"23"
"z14740","NY",36,"23"
"z14741","NY",36,"23"
"z14742","NY",36,"23"
"z14743","NY",36,"23"
"z14744","NY",36,"23"
"z14745","NY",NA,NA
"z14747","NY",36,"23"
"z14748","NY",36,"23"
"z14750","NY",36,"23"
"z14751","NY",NA,NA
"z14752","NY",36,"23"
"z14753","NY",36,"23"
"z14754","NY",36,"23"
"z14755","NY",36,"23"
"z14756","NY",36,"23"
"z14757","NY",36,"23"
"z14758","NY",NA,NA
"z14760","NY",36,"23"
"z14766","NY",NA,NA
"z14767","NY",36,"23"
"z14769","NY",36,"23"
"z14770","NY",36,"23"
"z14772","NY",36,"23"
"z14774","NY",36,"23"
"z14775","NY",36,"23"
"z14777","NY",36,"23"
"z14778","NY",36,"23"
"z14779","NY",36,"23"
"z14781","NY",36,"23"
"z14782","NY",36,"23"
"z14783","NY",36,"23"
"z14784","NY",36,"23"
"z14785","NY",NA,NA
"z14786","NY",NA,NA
"z14787","NY",36,"23"
"z14788","NY",36,"23"
"z14801","NY",36,"23"
"z14802","NY",36,"23"
"z14803","NY",36,"23"
"z14804","NY",36,"23"
"z14805","NY",36,"23"
"z14806","NY",36,"23"
"z14807","NY",36,"23"
"z14808","NY",36,"23"
"z14809","NY",36,"23"
"z14810","NY",36,"23"
"z14812","NY",36,"23"
"z14813","NY",36,"23"
"z14814","NY",36,"23"
"z14815","NY",36,"23"
"z14816","NY",36,"23"
"z14817","NY",36,"23"
"z14818","NY",36,"23"
"z14819","NY",36,"23"
"z14820","NY",36,"23"
"z14821","NY",36,"23"
"z14822","NY",36,"23"
"z14823","NY",36,"23"
"z14824","NY",36,"23"
"z14825","NY",36,"23"
"z14826","NY",36,"23"
"z14827","NY",36,"23"
"z14830","NY",36,"23"
"z14831","NY",NA,NA
"z14836","NY",36,"23"
"z14837","NY",36,"23"
"z14838","NY",36,"23"
"z14839","NY",36,"23"
"z14840","NY",36,"23"
"z14841","NY",36,"23"
"z14842","NY",36,"23"
"z14843","NY",36,"23"
"z14845","NY",36,"23"
"z14846","NY",36,"23"
"z14847","NY",36,"23"
"z14850","NY",36,"23"
"z14851","NY",NA,NA
"z14852","NY",NA,NA
"z14853","NY",36,"23"
"z14854","NY",36,"23"
"z14855","NY",36,"23"
"z14856","NY",36,"23"
"z14857","NY",NA,NA
"z14858","NY",36,"23"
"z14859","NY",36,"23"
"z14860","NY",36,"23"
"z14861","NY",36,"23"
"z14863","NY",NA,NA
"z14864","NY",36,"23"
"z14865","NY",36,"23"
"z14867","NY",36,"23"
"z14869","NY",36,"23"
"z14870","NY",36,"23"
"z14871","NY",36,"23"
"z14872","NY",36,"23"
"z14873","NY",36,"23"
"z14874","NY",36,"23"
"z14876","NY",NA,NA
"z14877","NY",36,"23"
"z14878","NY",36,"23"
"z14879","NY",36,"23"
"z14880","NY",36,"23"
"z14881","NY",36,"23"
"z14882","NY",36,"23"
"z14883","NY",36,"23"
"z14884","NY",36,"23"
"z14885","NY",36,"23"
"z14886","NY",36,"23"
"z14887","NY",NA,NA
"z14889","NY",36,"23"
"z14891","NY",36,"23"
"z14892","NY",36,"23"
"z14893","NY",36,"23"
"z14894","NY",36,"23"
"z14895","NY",36,"23"
"z14897","NY",36,"23"
"z14898","NY",36,"23"
"z14901","NY",36,"23"
"z14902","NY",NA,NA
"z14903","NY",36,"23"
"z14904","NY",36,"23"
"z14905","NY",36,"23"
"z14925","NY",NA,NA
"z15001","PA",42,"12"
"z15003","PA",42,"12"
"z15004","PA",42,"18"
"z15005","PA",42,"12"
"z15006","PA",42,"12"
"z15007","PA",42,"12"
"z15009","PA",42,"12"
"z15010","PA",42,"12"
"z15012","PA",42,"18"
"z15014","PA",42,"14"
"z15015","PA",42,"12"
"z15017","PA",42,"18"
"z15018","PA",42,"18"
"z15019","PA",42,"18"
"z15020","PA",42,"18"
"z15021","PA",42,"18"
"z15022","PA",42,"9"
"z15024","PA",42,"12"
"z15025","PA",42,"14"
"z15026","PA",42,"12"
"z15027","PA",42,"12"
"z15028","PA",42,"18"
"z15030","PA",42,"12"
"z15031","PA",42,"18"
"z15032","PA",NA,NA
"z15033","PA",42,"9"
"z15034","PA",42,"14"
"z15035","PA",42,"14"
"z15037","PA",42,"14"
"z15038","PA",42,"18"
"z15042","PA",42,"12"
"z15043","PA",42,"12"
"z15044","PA",42,"12"
"z15045","PA",42,"14"
"z15046","PA",42,"18"
"z15047","PA",42,"18"
"z15049","PA",42,"14"
"z15050","PA",42,"12"
"z15051","PA",42,"12"
"z15052","PA",42,"12"
"z15053","PA",42,"18"
"z15054","PA",42,"18"
"z15055","PA",42,"18"
"z15056","PA",42,"18"
"z15057","PA",42,"18"
"z15059","PA",42,"12"
"z15060","PA",42,"18"
"z15061","PA",42,"12"
"z15062","PA",42,"18"
"z15063","PA",42,"18"
"z15064","PA",42,"18"
"z15065","PA",42,"12"
"z15066","PA",42,"12"
"z15067","PA",42,"18"
"z15068","PA",42,"12"
"z15069","PA",NA,NA
"z15071","PA",42,"18"
"z15072","PA",42,"18"
"z15074","PA",42,"12"
"z15075","PA",42,"12"
"z15076","PA",42,"12"
"z15077","PA",42,"12"
"z15078","PA",42,"18"
"z15081","PA",42,"12"
"z15082","PA",42,"18"
"z15083","PA",42,"18"
"z15084","PA",42,"12"
"z15085","PA",42,"14"
"z15086","PA",42,"12"
"z15087","PA",42,"18"
"z15088","PA",42,"18"
"z15089","PA",42,"18"
"z15090","PA",42,"12"
"z15091","PA",NA,NA
"z15095","PA",NA,NA
"z15096","PA",NA,NA
"z15101","PA",42,"12"
"z15102","PA",42,"18"
"z15104","PA",42,"14"
"z15106","PA",42,"14"
"z15108","PA",42,"14"
"z15110","PA",42,"14"
"z15112","PA",42,"14"
"z15116","PA",42,"12"
"z15120","PA",42,"14"
"z15122","PA",42,"14"
"z15123","PA",NA,NA
"z15126","PA",42,"18"
"z15127","PA",NA,NA
"z15129","PA",42,"18"
"z15131","PA",42,"14"
"z15132","PA",42,"14"
"z15133","PA",42,"14"
"z15134","PA",NA,NA
"z15135","PA",42,"14"
"z15136","PA",42,"14"
"z15137","PA",42,"14"
"z15139","PA",42,"12"
"z15140","PA",42,"14"
"z15142","PA",42,"18"
"z15143","PA",42,"12"
"z15144","PA",42,"14"
"z15145","PA",42,"14"
"z15146","PA",42,"12"
"z15147","PA",42,"12"
"z15148","PA",42,"14"
"z15201","PA",42,"14"
"z15202","PA",42,"12"
"z15203","PA",42,"14"
"z15204","PA",42,"14"
"z15205","PA",42,"14"
"z15206","PA",42,"14"
"z15207","PA",42,"14"
"z15208","PA",42,"14"
"z15209","PA",42,"12"
"z15210","PA",42,"14"
"z15211","PA",42,"14"
"z15212","PA",42,"12"
"z15213","PA",42,"14"
"z15214","PA",42,"12"
"z15215","PA",42,"12"
"z15216","PA",42,"14"
"z15217","PA",42,"14"
"z15218","PA",42,"14"
"z15219","PA",42,"14"
"z15220","PA",42,"14"
"z15221","PA",42,"14"
"z15222","PA",42,"14"
"z15223","PA",42,"12"
"z15224","PA",42,"14"
"z15225","PA",42,"14"
"z15226","PA",42,"14"
"z15227","PA",42,"14"
"z15228","PA",42,"14"
"z15229","PA",42,"12"
"z15230","PA",NA,NA
"z15231","PA",NA,NA
"z15232","PA",42,"14"
"z15233","PA",42,"14"
"z15234","PA",42,"14"
"z15235","PA",42,"12"
"z15236","PA",42,"14"
"z15237","PA",42,"12"
"z15238","PA",42,"12"
"z15239","PA",42,"12"
"z15240","PA",NA,NA
"z15241","PA",42,"18"
"z15242","PA",NA,NA
"z15243","PA",42,"18"
"z15244","PA",NA,NA
"z15250","PA",NA,NA
"z15251","PA",NA,NA
"z15252","PA",NA,NA
"z15253","PA",NA,NA
"z15254","PA",NA,NA
"z15255","PA",NA,NA
"z15257","PA",NA,NA
"z15258","PA",NA,NA
"z15259","PA",NA,NA
"z15260","PA",42,"14"
"z15261","PA",NA,NA
"z15262","PA",NA,NA
"z15263","PA",NA,NA
"z15264","PA",NA,NA
"z15265","PA",NA,NA
"z15266","PA",NA,NA
"z15267","PA",NA,NA
"z15268","PA",NA,NA
"z15270","PA",NA,NA
"z15272","PA",NA,NA
"z15273","PA",NA,NA
"z15274","PA",NA,NA
"z15275","PA",NA,NA
"z15276","PA",NA,NA
"z15277","PA",NA,NA
"z15278","PA",NA,NA
"z15279","PA",NA,NA
"z15281","PA",NA,NA
"z15282","PA",NA,NA
"z15283","PA",NA,NA
"z15285","PA",NA,NA
"z15286","PA",NA,NA
"z15288","PA",NA,NA
"z15289","PA",NA,NA
"z15290","PA",42,"14"
"z15295","PA",NA,NA
"z15301","PA",42,"18"
"z15310","PA",42,"18"
"z15311","PA",42,"18"
"z15312","PA",42,"18"
"z15313","PA",42,"18"
"z15314","PA",42,"18"
"z15315","PA",42,"9"
"z15316","PA",42,"18"
"z15317","PA",42,"18"
"z15320","PA",42,"9"
"z15321","PA",42,"18"
"z15322","PA",42,"18"
"z15323","PA",42,"18"
"z15324","PA",42,"18"
"z15325","PA",42,"9"
"z15327","PA",42,"9"
"z15329","PA",42,"18"
"z15330","PA",42,"18"
"z15331","PA",42,"18"
"z15332","PA",42,"18"
"z15333","PA",42,"18"
"z15334","PA",42,"9"
"z15336","PA",NA,NA
"z15337","PA",42,"18"
"z15338","PA",42,"9"
"z15339","PA",NA,NA
"z15340","PA",42,"18"
"z15341","PA",42,"18"
"z15342","PA",42,"18"
"z15344","PA",42,"18"
"z15345","PA",42,"18"
"z15346","PA",42,"9"
"z15347","PA",42,"18"
"z15348","PA",42,"9"
"z15349","PA",42,"18"
"z15350","PA",42,"18"
"z15351","PA",42,"9"
"z15352","PA",42,"18"
"z15353","PA",42,"18"
"z15357","PA",42,"9"
"z15358","PA",42,"9"
"z15359","PA",42,"18"
"z15360","PA",42,"18"
"z15361","PA",42,"18"
"z15362","PA",42,"18"
"z15363","PA",42,"18"
"z15364","PA",42,"18"
"z15365","PA",NA,NA
"z15366","PA",42,"9"
"z15367","PA",42,"18"
"z15368","PA",42,"9"
"z15370","PA",42,"18"
"z15376","PA",42,"18"
"z15377","PA",42,"18"
"z15378","PA",42,"18"
"z15379","PA",42,"18"
"z15380","PA",42,"18"
"z15401","PA",42,"9"
"z15410","PA",42,"9"
"z15411","PA",42,"9"
"z15412","PA",42,"9"
"z15413","PA",42,"9"
"z15415","PA",NA,NA
"z15416","PA",NA,NA
"z15417","PA",42,"18"
"z15419","PA",42,"9"
"z15420","PA",42,"9"
"z15421","PA",42,"9"
"z15422","PA",42,"9"
"z15423","PA",42,"18"
"z15424","PA",42,"12"
"z15425","PA",42,"9"
"z15427","PA",42,"18"
"z15428","PA",42,"9"
"z15429","PA",42,"9"
"z15430","PA",42,"9"
"z15431","PA",42,"9"
"z15432","PA",42,"9"
"z15433","PA",42,"9"
"z15434","PA",42,"9"
"z15435","PA",42,"9"
"z15436","PA",42,"9"
"z15437","PA",42,"9"
"z15438","PA",42,"9"
"z15439","PA",NA,NA
"z15440","PA",42,"9"
"z15442","PA",42,"9"
"z15443","PA",42,"9"
"z15444","PA",42,"9"
"z15445","PA",42,"9"
"z15446","PA",42,"9"
"z15447","PA",42,"9"
"z15448","PA",42,"18"
"z15449","PA",42,"9"
"z15450","PA",42,"9"
"z15451","PA",42,"9"
"z15454","PA",42,"9"
"z15455","PA",42,"9"
"z15456","PA",42,"9"
"z15458","PA",42,"9"
"z15459","PA",42,"9"
"z15460","PA",42,"9"
"z15461","PA",42,"9"
"z15462","PA",42,"9"
"z15463","PA",42,"9"
"z15464","PA",42,"9"
"z15465","PA",NA,NA
"z15466","PA",42,"9"
"z15467","PA",42,"9"
"z15468","PA",42,"9"
"z15469","PA",42,"9"
"z15470","PA",42,"9"
"z15472","PA",42,"9"
"z15473","PA",42,"9"
"z15474","PA",42,"9"
"z15475","PA",42,"9"
"z15476","PA",42,"9"
"z15477","PA",42,"9"
"z15478","PA",42,"9"
"z15479","PA",42,"18"
"z15480","PA",42,"9"
"z15482","PA",42,"9"
"z15483","PA",42,"9"
"z15484","PA",42,"9"
"z15485","PA",NA,NA
"z15486","PA",42,"9"
"z15488","PA",NA,NA
"z15489","PA",42,"9"
"z15490","PA",42,"9"
"z15492","PA",42,"9"
"z15501","PA",42,"12"
"z15502","PA",42,"12"
"z15510","PA",42,"12"
"z15520","PA",42,"12"
"z15521","PA",42,"9"
"z15522","PA",42,"9"
"z15530","PA",42,"12"
"z15531","PA",42,"12"
"z15532","PA",42,"9"
"z15533","PA",42,"9"
"z15534","PA",42,"9"
"z15535","PA",42,"9"
"z15536","PA",42,"9"
"z15537","PA",42,"9"
"z15538","PA",42,"9"
"z15539","PA",42,"9"
"z15540","PA",42,"12"
"z15541","PA",42,"12"
"z15542","PA",42,"12"
"z15544","PA",42,"12"
"z15545","PA",42,"9"
"z15546","PA",42,"12"
"z15547","PA",42,"12"
"z15548","PA",NA,NA
"z15549","PA",NA,NA
"z15550","PA",42,"9"
"z15551","PA",42,"12"
"z15552","PA",42,"9"
"z15553","PA",NA,NA
"z15554","PA",42,"9"
"z15555","PA",42,"12"
"z15557","PA",42,"12"
"z15558","PA",42,"9"
"z15559","PA",42,"9"
"z15560","PA",42,"9"
"z15561","PA",42,"12"
"z15562","PA",42,"9"
"z15563","PA",42,"12"
"z15564","PA",42,"9"
"z15565","PA",NA,NA
"z15601","PA",42,"12"
"z15605","PA",NA,NA
"z15606","PA",NA,NA
"z15610","PA",42,"18"
"z15611","PA",42,"18"
"z15612","PA",42,"18"
"z15613","PA",42,"12"
"z15615","PA",42,"18"
"z15616","PA",42,"18"
"z15617","PA",42,"18"
"z15618","PA",42,"12"
"z15619","PA",NA,NA
"z15620","PA",42,"12"
"z15621","PA",42,"18"
